"","ID","site","replicate","trap","label","season","year","latitude","longitude","biome","elevation_m","country","province","locality","collector","method","anthia_decemguttata","stenocara_dentata","morphospecies_1","morphospecies_2","morphospecies_3","morphospecies_4","morphospecies_5","morphospecies_6","morphospecies_7","morphospecies_8","morphospecies_9","morphospecies_10","morphospecies_11","morphospecies_12","morphospecies_13","morphospecies_14","morphospecies_15","morphospecies_16","morphospecies_17","morphospecies_18","morphospecies_19","morphospecies_20","morphospecies_21","morphospecies_22","morphospecies_23","morphospecies_24","morphospecies_25","morphospecies_26","morphospecies_27","morphospecies_28","morphospecies_29","morphospecies_30","morphospecies_31","morphospecies_32","morphospecies_33","morphospecies_34","morphospecies_35","morphospecies_36","morphospecies_37","morphospecies_38","morphospecies_39","morphospecies_40","morphospecies_41","morphospecies_42","morphospecies_43","morphospecies_44","morphospecies_45","morphospecies_46","morphospecies_47","morphospecies_48","morphospecies_49","morphospecies_50","morphospecies_51","morphospecies_52","morphospecies_53","morphospecies_54","morphospecies_55","morphospecies_56","morphospecies_57","morphospecies_58","morphospecies_59","morphospecies_60","morphospecies_61","morphospecies_62","morphospecies_63","morphospecies_64","morphospecies_65","morphospecies_66","morphospecies_67","morphospecies_68","morphospecies_69","morphospecies_70","morphospecies_71","morphospecies_72","morphospecies_73","morphospecies_74","morphospecies_75","morphospecies_76","morphospecies_77","morphospecies_78","morphospecies_79","morphospecies_80","morphospecies_81","morphospecies_82","morphospecies_83","morphospecies_84","morphospecies_85","morphospecies_86","morphospecies_87","morphospecies_88","morphospecies_89","morphospecies_90","morphospecies_91","morphospecies_92","morphospecies_93","morphospecies_94","morphospecies_95","morphospecies_96","morphospecies_97","morphospecies_98","morphospecies_99","morphospecies_100","morphospecies_101","morphospecies_102","morphospecies_103","morphospecies_104","morphospecies_105","morphospecies_106","morphospecies_107","morphospecies_108","morphospecies_109","morphospecies_110","morphospecies_111","morphospecies_112","morphospecies_113","morphospecies_114","morphospecies_115","morphospecies_116","morphospecies_117","morphospecies_118","morphospecies_119","morphospecies_120","morphospecies_121","morphospecies_122","morphospecies_123","morphospecies_124","morphospecies_125","morphospecies_126","morphospecies_127","morphospecies_128","morphospecies_129","morphospecies_130","morphospecies_131","morphospecies_132","morphospecies_133","morphospecies_134","morphospecies_135","morphospecies_136","morphospecies_137","morphospecies_138","morphospecies_139","morphospecies_140","morphospecies_141","morphospecies_142","morphospecies_143","morphospecies_144","morphospecies_145","morphospecies_146","morphospecies_147","morphospecies_148","morphospecies_149","morphospecies_150","morphospecies_151","morphospecies_152","morphospecies_153","morphospecies_154","morphospecies_155","morphospecies_156","morphospecies_157","morphospecies_158","morphospecies_159","morphospecies_160"
"11","15","1","2","5","1.2.5","October","2022",-32.1796409692615,18.3152139745653,"Strandveld",10.966331,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","16","1","2","6","1.2.6","October","2022",-32.1796409692615,18.3152139745653,"Strandveld",10.966331,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","17","1","2","7","1.2.7","October","2022",-32.1796409692615,18.3152139745653,"Strandveld",10.966331,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","18","1","2","8","1.2.8","October","2022",-32.1796409692615,18.3152139745653,"Strandveld",10.966331,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","19","1","2","9","1.2.9","October","2022",-32.1796409692615,18.3152139745653,"Strandveld",10.966331,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","20","1","2","10","1.2.10","October","2022",-32.1796409692615,18.3152139745653,"Strandveld",10.966331,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","22","1","3","2","1.3.2","March","2023",-32.1808219794184,18.3162140194327,"Strandveld",9.866125,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","22","1","3","2","1.3.2","October","2022",-32.1808219794184,18.3162140194327,"Strandveld",9.866125,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","24","1","3","4","1.3.4","October","2022",-32.1808219794184,18.3162140194327,"Strandveld",9.866125,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","25","1","3","5","1.3.5","October","2022",-32.1808219794184,18.3162140194327,"Strandveld",9.866125,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","26","1","3","6","1.3.6","October","2022",-32.1808219794184,18.3162140194327,"Strandveld",9.866125,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","27","1","3","7","1.3.7","March","2023",-32.1808219794184,18.3162140194327,"Strandveld",9.866125,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","27","1","3","7","1.3.7","October","2022",-32.1808219794184,18.3162140194327,"Strandveld",9.866125,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","28","1","3","8","1.3.8","March","2023",-32.1808219794184,18.3162140194327,"Strandveld",9.866125,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","28","1","3","8","1.3.8","October","2022",-32.1808219794184,18.3162140194327,"Strandveld",9.866125,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","29","1","3","9","1.3.9","October","2022",-32.1808219794184,18.3162140194327,"Strandveld",9.866125,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","32","1","4","2","1.4.2","March","2023",-32.1823039837182,18.3171289879829,"Strandveld",8.545788,"South Africa","Western Cape","Cederberg","A. Ndaba","Pitfall trap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
